N° da fatura,Data da fatura,ID Cliente,País,Quantidade,Valor
565311,9/2/2021 12:33:00,16210,United Kingdom,120,"344,88"
565584,9/5/2021 13:10:00,14243,United Kingdom,165,"315,17"
541808,1/21/2021 14:51:00,16210,United Kingdom,1,"10,00"
557133,6/17/2021 9:11:00,17306,United Kingdom,288,"305,28"
573104,10/27/2021 14:59:00,17652,United Kingdom,277,"353,39"
565219,9/1/2021 18:07:00,14420,United Kingdom,334,"387,52"
566329,9/12/2021 12:20:00,14527,United Kingdom,50,"207,57"
580531,12/4/2021 15:47:00,12569,Germany,34,"92,55"
543291,2/7/2021 10:50:00,14180,United Kingdom,16,"143,92"
558455,6/29/2021 13:58:00,14327,United Kingdom,139,"311,65"
577077,11/17/2021 15:16:00,17799,United Kingdom,409,"524,18"
C551684,5/3/2021 12:49:00,12947,United Kingdom,-1,"-4,95"
566755,9/14/2021 15:49:00,13877,United Kingdom,108,"117,24"
566487,9/13/2021 10:03:00,16422,United Kingdom,316,"358,20"
544337,2/18/2021 8:34:00,13425,United Kingdom,282,"401,57"
564818,8/30/2021 12:10:00,,United Kingdom,527,"1564,23"
546153,3/10/2021 7:42:00,13538,United Kingdom,50,"337,50"
549970,4/13/2021 14:25:00,15026,United Kingdom,23,"121,80"
538352,12/10/2020 15:21:00,16565,United Kingdom,46,"173,70"
581403,12/8/2021 13:46:00,13510,United Kingdom,254,"341,86"
564967,8/31/2021 15:13:00,17659,United Kingdom,30,"102,48"
C560645,7/20/2021 11:23:00,15802,United Kingdom,-1,"-451,42"
545321,3/1/2021 14:53:00,12747,United Kingdom,146,"310,78"
578954,11/27/2021 15:02:00,15054,United Kingdom,87,"133,68"
581231,12/8/2021 10:26:00,14291,United Kingdom,4,"19,80"
562578,8/7/2021 13:17:00,14331,United Kingdom,16,"79,00"
549059,4/6/2021 10:46:00,15529,United Kingdom,99,"198,91"
554293,5/23/2021 14:19:00,,United Kingdom,75,"588,22"
563230,8/14/2021 15:39:00,15376,United Kingdom,162,"334,85"
540395,1/6/2021 18:24:00,14702,United Kingdom,55,"237,65"
578302,11/23/2021 15:23:00,16057,United Kingdom,243,"718,89"
C572440,10/24/2021 12:06:00,17811,United Kingdom,-16,"-27,90"
C546997,3/18/2021 13:32:00,12748,United Kingdom,-224,"-167,43"
575868,11/11/2021 12:44:00,12985,United Kingdom,841,"754,38"
554494,5/24/2021 14:00:00,16327,United Kingdom,402,"729,07"
577538,11/20/2021 14:20:00,18040,United Kingdom,52,"118,20"
559374,7/8/2021 10:37:00,,United Kingdom,-100,"0,00"
546672,3/15/2021 15:47:00,,United Kingdom,-77,"0,00"
544129,2/16/2021 11:54:00,13199,United Kingdom,135,"434,60"
561916,8/1/2021 11:44:00,15581,United Kingdom,2,"250,00"
552529,5/9/2021 17:24:00,14541,United Kingdom,26,"38,30"
C544184,2/16/2021 15:47:00,16684,United Kingdom,-144,"-152,64"
568399,9/27/2021 10:26:00,16145,United Kingdom,342,"341,62"
547647,3/24/2021 11:43:00,15144,United Kingdom,190,"232,90"
576414,11/15/2021 11:21:00,,United Kingdom,14,"0,00"
C537812,12/8/2020 13:33:00,14299,United Kingdom,-20,"-209,00"
C544433,2/18/2021 15:59:00,15601,United Kingdom,-1,"-1,25"
556035,6/8/2021 12:36:00,15159,United Kingdom,152,"54,48"
572344,10/24/2021 10:43:00,14607,United Kingdom,744,"1116,00"
562708,8/8/2021 14:15:00,17085,United Kingdom,157,"347,75"
569026,9/30/2021 10:18:00,16101,United Kingdom,757,"1290,70"
576188,11/14/2021 11:26:00,15168,United Kingdom,52,"106,56"
566291,9/11/2021 15:31:00,12965,United Kingdom,283,"771,91"
577160,11/18/2021 10:05:00,16134,United Kingdom,213,"334,56"
564961,8/31/2021 14:28:00,14525,United Kingdom,126,"224,64"
C551509,4/28/2021 18:27:00,15845,United Kingdom,-6,"-51,00"
578468,11/24/2021 12:33:00,16482,United Kingdom,346,"220,62"
C572989,10/27/2021 10:53:00,15786,United Kingdom,-5,"-30,80"
573991,11/2/2021 11:19:00,,United Kingdom,36,"0,00"
563447,8/16/2021 14:25:00,,United Kingdom,50,"0,00"
546135,3/9/2021 15:47:00,12388,Australia,90,"210,90"
C546173,3/10/2021 10:34:00,14227,United Kingdom,-2,"-2,90"
546640,3/15/2021 12:56:00,14092,United Kingdom,100,"238,20"
576688,11/16/2021 12:16:00,16717,United Kingdom,930,"1995,56"
564800,8/30/2021 11:32:00,14108,United Kingdom,209,"291,33"
569371,10/3/2021 15:52:00,14651,United Kingdom,158,"238,28"
538051,12/9/2020 13:24:00,18041,United Kingdom,154,"205,35"
555490,6/3/2021 13:50:00,17949,United Kingdom,120,"1314,00"
551719,5/3/2021 16:09:00,,United Kingdom,289,"1248,33"
563729,8/18/2021 17:39:00,14051,United Kingdom,128,"742,80"
562590,8/7/2021 15:39:00,12748,United Kingdom,72,"53,52"
C544561,2/21/2021 12:44:00,15687,United Kingdom,-1,"-9,95"
C550533,4/19/2021 11:03:00,17071,United Kingdom,-2,"-9,90"
569962,10/6/2021 18:45:00,13993,United Kingdom,112,"460,40"
547086,3/20/2021 15:46:00,12428,Finland,63,"409,20"
C580099,12/1/2021 15:06:00,13171,United Kingdom,-1,"-20,80"
570342,10/10/2021 12:26:00,17706,United Kingdom,459,"1322,82"
537231,12/6/2020 9:21:00,13652,United Kingdom,112,"308,80"
571268,10/16/2021 12:06:00,15351,United Kingdom,101,"269,96"
538186,12/10/2020 10:26:00,13000,United Kingdom,77,"201,75"
544404,2/18/2021 12:56:00,16401,United Kingdom,122,"177,90"
580067,12/1/2021 13:40:00,16966,United Kingdom,276,"385,80"
546679,3/15/2021 16:47:00,13121,United Kingdom,252,"283,73"
544353,2/18/2021 10:32:00,18229,United Kingdom,60,"359,80"
539610,12/20/2020 14:33:00,14606,United Kingdom,33,"109,88"
560402,7/18/2021 14:19:00,,United Kingdom,2,"0,00"
578005,11/22/2021 12:39:00,16985,United Kingdom,146,"522,98"
539004,12/15/2020 12:43:00,13426,United Kingdom,142,"336,98"
563718,8/18/2021 16:18:00,15144,United Kingdom,194,"506,90"
562730,8/9/2021 10:16:00,17554,United Kingdom,662,"477,46"
567077,9/16/2021 12:34:00,18122,United Kingdom,104,"201,94"
570253,10/10/2021 9:18:00,14156,EIRE,360,"1974,00"
581310,12/8/2021 11:43:00,16442,United Kingdom,92,"179,76"
555722,6/6/2021 16:06:00,,United Kingdom,320,"1498,09"
577579,11/20/2021 15:52:00,14415,United Kingdom,38,"111,18"
C546758,3/16/2021 13:47:00,,United Kingdom,-1,"-2,10"
547489,3/23/2021 11:44:00,17830,United Kingdom,17,"99,15"
C538350,12/10/2020 15:01:00,13798,United Kingdom,-108,"-183,60"
552669,5/10/2021 15:05:00,16710,United Kingdom,142,"324,76"
571234,10/14/2021 14:28:00,15856,United Kingdom,112,"47,04"
539864,12/23/2020 9:55:00,15562,United Kingdom,39,"134,55"
567934,9/22/2021 17:56:00,16173,United Kingdom,32,"109,20"
559688,7/11/2021 15:32:00,12748,United Kingdom,4,"5,80"
539450,12/17/2020 16:53:00,15570,United Kingdom,78,"196,75"
547555,3/23/2021 16:35:00,14075,United Kingdom,270,"307,92"
575333,11/9/2021 13:54:00,13209,United Kingdom,357,"599,95"
546433,3/14/2021 8:37:00,12778,Netherlands,152,"117,93"
561113,7/25/2021 12:09:00,17841,United Kingdom,836,"822,86"
C537572,12/7/2020 12:00:00,,United Kingdom,-1,"-95,38"
540866,1/12/2021 11:21:00,17324,United Kingdom,555,"575,18"
539436,12/17/2020 14:49:00,,United Kingdom,833,"4390,32"
576066,11/13/2021 15:44:00,16898,United Kingdom,169,"189,34"
C563894,8/21/2021 9:18:00,16330,United Kingdom,-2,"-9,70"
578736,11/25/2021 11:33:00,12681,France,318,"706,50"
553702,5/18/2021 14:50:00,13263,United Kingdom,102,"167,64"
564639,8/26/2021 12:55:00,18036,United Kingdom,71,"143,74"
537685,12/8/2020 10:21:00,18077,United Kingdom,171,"204,87"
562032,8/2/2021 8:48:00,12347,Iceland,277,"584,91"
C578110,11/23/2021 9:23:00,15804,United Kingdom,-6,"-11,70"
C565762,9/6/2021 14:05:00,14040,United Kingdom,-19,"-16,15"
578738,11/25/2021 11:33:00,,United Kingdom,-33,"0,00"
566323,9/12/2021 12:02:00,,United Kingdom,1,"0,00"
C537860,12/8/2020 16:15:00,16252,United Kingdom,-158,"-295,09"
559514,7/8/2021 15:57:00,,United Kingdom,33,"214,79"
569411,10/4/2021 9:49:00,12989,United Kingdom,80,"566,40"
573841,11/1/2021 11:39:00,14995,United Kingdom,52,"113,92"
569799,10/6/2021 11:47:00,13602,United Kingdom,267,"428,89"
C564944,8/31/2021 13:24:00,13078,United Kingdom,-12,"-2,28"
577162,11/18/2021 10:24:00,13323,United Kingdom,30,"137,30"
581404,12/8/2021 13:47:00,13680,United Kingdom,324,"638,38"
569930,10/6/2021 17:50:00,,United Kingdom,2,"0,00"
538908,12/15/2020 10:41:00,16954,United Kingdom,194,"346,80"
573918,11/1/2021 17:20:00,17576,United Kingdom,53,"132,53"
C543838,2/14/2021 10:59:00,15827,United Kingdom,-9,"-37,06"
578100,11/23/2021 8:17:00,15814,United Kingdom,236,"368,14"
557772,6/22/2021 14:47:00,16458,United Kingdom,156,"222,00"
549696,4/11/2021 13:55:00,13089,United Kingdom,12,"153,00"
578086,11/22/2021 16:43:00,17519,United Kingdom,194,"356,02"
C555345,6/2/2021 11:51:00,13267,United Kingdom,-2,"-3,90"
555200,6/1/2021 12:05:00,17315,United Kingdom,177,"262,61"
550945,4/21/2021 15:52:00,,United Kingdom,-2,"0,00"
538127,12/9/2020 15:53:00,,United Kingdom,2,"7,50"
569246,10/3/2021 9:57:00,14096,United Kingdom,710,"2900,99"
543031,2/2/2021 15:26:00,14798,United Kingdom,76,"75,68"
575073,11/8/2021 13:10:00,13975,United Kingdom,552,"741,22"
556180,6/9/2021 11:29:00,,United Kingdom,40,"0,00"
C571327,10/17/2021 11:12:00,12783,Portugal,-1,"-283,02"
574669,11/6/2021 12:16:00,13727,United Kingdom,120,"223,08"
556714,6/14/2021 10:49:00,14680,United Kingdom,555,"976,25"
551060,4/26/2021 12:12:00,16356,United Kingdom,1,"2,10"
537401,12/6/2020 14:37:00,,United Kingdom,-24,"0,00"
C554010,5/20/2021 12:44:00,17940,United Kingdom,-1,"-75,00"
543029,2/2/2021 15:13:00,13576,United Kingdom,111,"349,89"
545647,3/4/2021 12:46:00,12547,Spain,109,"159,40"
552666,5/10/2021 15:05:00,,United Kingdom,68,"468,80"
563719,8/18/2021 16:19:00,13576,United Kingdom,108,"332,04"
569635,10/5/2021 12:13:00,12748,United Kingdom,493,"287,94"
581378,12/8/2021 12:50:00,17673,United Kingdom,93,"112,47"
560224,7/15/2021 16:06:00,14572,United Kingdom,248,"400,76"
547065,3/20/2021 13:38:00,17068,United Kingdom,83,"185,85"
554628,5/25/2021 11:26:00,15039,United Kingdom,299,"659,35"
562163,8/3/2021 12:06:00,15628,United Kingdom,245,"308,43"
579143,11/28/2021 13:08:00,13882,United Kingdom,152,"265,24"
569860,10/6/2021 14:37:00,13812,Germany,67,"139,88"
C542232,1/26/2021 13:44:00,16714,United Kingdom,-2,"-250,00"
561625,7/28/2021 14:03:00,16843,United Kingdom,1704,"1024,44"
572895,10/26/2021 14:39:00,12569,Germany,19,"67,74"
567459,9/20/2021 12:21:00,14221,United Kingdom,467,"471,88"
579332,11/29/2021 11:41:00,14408,United Kingdom,162,"308,22"
573292,10/28/2021 15:10:00,14416,United Kingdom,262,"361,00"
577176,11/18/2021 11:07:00,13305,United Kingdom,141,"316,45"
570419,10/10/2021 13:33:00,15608,United Kingdom,24,"24,96"
546216,3/10/2021 11:56:00,18173,United Kingdom,664,"853,48"
564860,8/31/2021 10:06:00,17725,United Kingdom,221,"308,69"
554040,5/20/2021 14:35:00,15290,United Kingdom,217,"362,19"
545645,3/4/2021 12:42:00,12755,Japan,3,"17,55"
565350,9/2/2021 14:42:00,14178,United Kingdom,114,"180,47"
578350,11/24/2021 9:51:00,15632,United Kingdom,205,"306,35"
570229,10/9/2021 13:30:00,15756,United Kingdom,75,"168,12"
575336,11/9/2021 13:58:00,14968,United Kingdom,127,"147,59"
C580741,12/6/2021 9:29:00,17659,United Kingdom,-3,"-14,11"
561039,7/24/2021 12:02:00,16525,United Kingdom,598,"452,42"
580059,12/1/2021 13:22:00,17768,United Kingdom,379,"861,85"
563453,8/16/2021 14:34:00,,United Kingdom,-24,"0,00"
556636,6/13/2021 15:30:00,,United Kingdom,451,"1715,65"
C567703,9/22/2021 9:38:00,15810,United Kingdom,-5,"-5,35"
542545,1/28/2021 14:44:00,,United Kingdom,9,"0,00"
539316,12/16/2020 18:38:00,17848,United Kingdom,22,"97,30"
552280,5/8/2021 12:39:00,13561,United Kingdom,83,"141,86"
548562,4/1/2021 10:18:00,,Israel,30,"110,00"
573388,10/30/2021 14:44:00,14895,United Kingdom,520,"965,78"
569100,9/30/2021 12:19:00,12748,United Kingdom,192,"381,87"
541837,1/23/2021 10:32:00,17714,United Kingdom,92,"153,00"
567204,9/19/2021 10:43:00,15365,United Kingdom,325,"765,15"
553842,5/19/2021 12:24:00,12524,Germany,470,"400,88"
538905,12/15/2020 10:31:00,13611,United Kingdom,183,"303,15"
539743,12/21/2020 15:20:00,,United Kingdom,36,"365,26"
564078,8/22/2021 15:43:00,17083,United Kingdom,210,"409,76"
566623,9/14/2021 9:31:00,12756,Japan,144,"112,08"
539584,12/20/2020 12:54:00,,United Kingdom,1,"0,00"
575083,11/8/2021 13:31:00,18123,United Kingdom,392,"323,48"
571250,10/14/2021 16:49:00,17892,United Kingdom,36,"91,80"
557129,6/16/2021 19:59:00,17841,United Kingdom,204,"463,60"
565847,9/7/2021 12:44:00,,United Kingdom,758,"5557,66"
C572120,10/20/2021 19:29:00,14911,EIRE,-21,"-54,90"
C547187,3/21/2021 12:20:00,12779,Poland,-9,"-14,39"
C580912,12/6/2021 13:37:00,12989,United Kingdom,-24,"-61,20"
543282,2/6/2021 16:08:00,12956,United Kingdom,34,"108,07"
572025,10/20/2021 11:30:00,17651,United Kingdom,243,"333,01"
543372,2/7/2021 15:01:00,16321,Australia,21,"67,95"
557763,6/22/2021 14:10:00,17669,United Kingdom,300,"453,72"
569843,10/6/2021 13:29:00,14449,United Kingdom,311,"313,40"
575007,11/8/2021 11:20:00,14140,United Kingdom,517,"540,99"
564736,8/28/2021 13:42:00,16353,United Kingdom,204,"505,80"
578675,11/24/2021 18:13:00,14756,United Kingdom,416,"738,96"
C542787,2/1/2021 10:22:00,15864,United Kingdom,-4,"-13,90"
571691,10/18/2021 14:34:00,13860,United Kingdom,80,"184,64"
547896,3/28/2021 11:34:00,17841,United Kingdom,119,"246,61"
580878,12/6/2021 12:18:00,14113,United Kingdom,231,"471,90"
C538684,12/14/2020 9:26:00,16161,United Kingdom,-3,"-32,65"
546235,3/10/2021 12:42:00,14976,United Kingdom,46,"115,57"
C575161,11/8/2021 16:25:00,15271,United Kingdom,-5,"-21,25"
551056,4/26/2021 11:51:00,16442,United Kingdom,291,"285,37"
555858,6/7/2021 14:12:00,14911,EIRE,192,"254,31"
544661,2/22/2021 13:59:00,15303,United Kingdom,248,"574,02"
570215,10/9/2021 11:53:00,16066,United Kingdom,356,"364,59"
C560653,7/20/2021 11:40:00,15802,United Kingdom,-1,"-451,42"
552010,5/5/2021 17:26:00,14713,United Kingdom,196,"292,42"
563173,8/12/2021 13:27:00,17381,United Kingdom,320,"528,00"
545557,3/3/2021 15:30:00,12500,Germany,193,"249,84"
554672,5/25/2021 15:54:00,14415,United Kingdom,188,"387,10"
580292,12/2/2021 13:37:00,15856,United Kingdom,109,"264,99"
571218,10/14/2021 13:24:00,17451,United Kingdom,48,"18,72"
547552,3/23/2021 15:55:00,,United Kingdom,108,"723,46"
580558,12/5/2021 10:19:00,14931,Channel Islands,60,"198,40"
565672,9/6/2021 9:34:00,17700,United Kingdom,326,"556,26"
573556,10/31/2021 13:51:00,17675,United Kingdom,334,"764,32"
C568345,9/26/2021 15:28:00,14096,United Kingdom,-1,"-447,56"
565858,9/7/2021 14:30:00,17949,United Kingdom,504,"534,24"
542267,1/26/2021 17:43:00,16882,United Kingdom,2,"9,90"
541848,1/23/2021 13:31:00,17611,United Kingdom,367,"497,48"
564838,8/30/2021 12:43:00,,United Kingdom,462,"1704,22"
578469,11/24/2021 12:36:00,12471,Germany,260,"590,32"
554842,5/26/2021 18:17:00,14740,United Kingdom,251,"555,71"
555847,6/7/2021 13:27:00,14880,United Kingdom,179,"234,07"
547821,3/25/2021 14:50:00,12621,Germany,484,"960,00"
569723,10/6/2021 9:32:00,12431,Australia,28,"89,80"
578098,11/22/2021 17:32:00,12936,United Kingdom,53,"79,48"
550827,4/21/2021 10:16:00,12670,France,278,"633,05"
572283,10/23/2021 11:42:00,15000,United Kingdom,218,"490,52"
C536822,12/2/2020 17:19:00,14625,United Kingdom,-3,"-37,65"
546863,3/17/2021 15:41:00,16377,United Kingdom,1500,"676,20"
578267,11/23/2021 13:37:00,12748,United Kingdom,3,"12,75"
579536,11/30/2021 9:53:00,12957,United Kingdom,674,"968,90"
579400,11/29/2021 12:10:00,17306,United Kingdom,1024,"696,80"
565726,9/6/2021 11:58:00,14360,United Kingdom,745,"1134,69"
574044,11/2/2021 13:14:00,16210,United Kingdom,264,"843,60"
560552,7/19/2021 12:54:00,15311,United Kingdom,505,"750,93"
545470,3/3/2021 10:26:00,14483,United Kingdom,97,"137,10"
568177,9/25/2021 13:30:00,13536,United Kingdom,319,"455,17"
564651,8/26/2021 14:19:00,14646,Netherlands,576,"0,00"
550190,4/14/2021 19:16:00,15135,United Kingdom,43,"139,05"
550993,4/21/2021 19:51:00,15810,United Kingdom,280,"476,80"
565454,9/4/2021 16:08:00,17410,United Kingdom,49,"117,15"
544352,2/18/2021 10:16:00,15290,United Kingdom,149,"298,73"
552694,5/10/2021 15:25:00,12749,United Kingdom,262,"859,10"
565467,9/5/2021 9:49:00,14129,United Kingdom,178,"315,78"
C552043,5/6/2021 9:07:00,12476,Germany,-2,"-5,10"
576613,11/15/2021 16:34:00,13854,United Kingdom,60,"310,04"
C560420,7/18/2021 15:11:00,15369,United Kingdom,-1,"-1592,49"
538514,12/12/2020 14:27:00,15044,United Kingdom,311,"835,95"
567104,9/16/2021 13:33:00,15975,United Kingdom,243,"371,01"
C564207,8/24/2021 9:06:00,15270,United Kingdom,-44,"-39,89"
C579172,11/28/2021 14:31:00,17811,United Kingdom,-12,"-65,40"
542691,1/31/2021 12:34:00,13408,United Kingdom,472,"631,36"
545821,3/7/2021 12:50:00,13001,United Kingdom,338,"591,02"
541524,1/19/2021 10:49:00,17091,United Kingdom,240,"594,70"
561322,7/26/2021 13:03:00,15203,United Kingdom,426,"301,98"
561320,7/26/2021 12:57:00,16942,United Kingdom,103,"191,89"
567326,9/19/2021 14:38:00,14290,United Kingdom,78,"293,54"
544167,2/16/2021 13:14:00,14755,United Kingdom,134,"506,02"
564164,8/23/2021 13:30:00,17940,United Kingdom,300,"75,00"
558196,6/27/2021 12:38:00,16033,United Kingdom,267,"626,41"
561044,7/24/2021 12:26:00,13831,United Kingdom,122,"357,40"
538188,12/10/2020 10:29:00,,United Kingdom,1,"2,95"
567697,9/22/2021 8:41:00,16558,United Kingdom,307,"416,14"
565421,9/4/2021 12:10:00,16744,United Kingdom,98,"161,82"
554559,5/25/2021 10:28:00,,United Kingdom,-2,"0,00"
C568421,9/27/2021 11:19:00,16626,United Kingdom,-8,"-13,20"
537380,12/6/2020 13:12:00,15882,United Kingdom,48,"100,80"
568472,9/27/2021 11:50:00,12517,Germany,210,"417,20"
557781,6/22/2021 15:30:00,17389,United Kingdom,42,"52,50"
553673,5/18/2021 12:46:00,16814,United Kingdom,187,"600,39"
537334,12/6/2020 12:06:00,16719,United Kingdom,146,"430,73"
572885,10/26/2021 13:45:00,15311,United Kingdom,213,"423,81"
577112,11/17/2021 17:55:00,,United Kingdom,-30,"0,00"
566023,9/8/2021 12:48:00,12955,United Kingdom,424,"496,44"
C574525,11/4/2021 13:55:00,17841,United Kingdom,-1,"-2,55"
537391,12/6/2020 13:53:00,16550,United Kingdom,257,"554,66"
540553,1/10/2021 9:48:00,12500,Germany,243,"344,94"
539570,12/20/2020 12:05:00,15078,United Kingdom,144,"327,60"
C561587,7/28/2021 10:50:00,17649,United Kingdom,-1,"-6,75"
570555,10/11/2021 11:03:00,17119,United Kingdom,306,"547,25"
573906,11/1/2021 15:12:00,16458,United Kingdom,112,"195,02"
543473,2/8/2021 15:01:00,,United Kingdom,1,"0,00"
551459,4/28/2021 16:04:00,,United Kingdom,-30,"0,00"
542707,1/31/2021 12:50:00,18095,United Kingdom,194,"205,30"
554282,5/23/2021 14:01:00,15769,United Kingdom,848,"1742,80"
543934,2/14/2021 14:29:00,12993,United Kingdom,64,"102,90"
576562,11/15/2021 13:24:00,14522,United Kingdom,96,"143,04"
C547908,3/28/2021 12:18:00,,United Kingdom,-2,"-684,91"
571272,10/16/2021 12:19:00,13878,United Kingdom,475,"1281,53"
569731,10/6/2021 9:48:00,13999,United Kingdom,142,"308,44"
C546080,3/9/2021 11:18:00,15078,United Kingdom,-1,"-12,75"
564136,8/23/2021 11:16:00,14404,United Kingdom,164,"309,24"
562276,8/4/2021 10:23:00,17735,United Kingdom,538,"954,00"
541227,1/14/2021 15:29:00,16839,United Kingdom,80,"349,20"
572846,10/26/2021 12:14:00,14550,United Kingdom,207,"340,79"
566619,9/14/2021 9:16:00,13798,United Kingdom,196,"327,80"
546250,3/10/2021 14:14:00,14350,United Kingdom,183,"282,93"
569331,10/3/2021 13:39:00,16875,United Kingdom,581,"957,33"
547580,3/24/2021 10:48:00,13488,United Kingdom,259,"713,95"
568896,9/29/2021 13:13:00,16361,United Kingdom,206,"334,94"
557872,6/23/2021 12:42:00,14911,EIRE,187,"370,85"
543170,2/4/2021 9:03:00,17334,United Kingdom,290,"296,52"
566433,9/12/2021 14:54:00,16839,United Kingdom,438,"987,94"
564220,8/24/2021 9:34:00,,United Kingdom,1,"0,00"
548650,4/1/2021 13:22:00,14852,United Kingdom,368,"490,40"
547361,3/22/2021 12:31:00,15298,United Kingdom,168,"365,36"
571184,10/14/2021 11:09:00,15478,United Kingdom,288,"826,83"
563580,8/17/2021 15:53:00,16706,United Kingdom,165,"291,53"
555008,5/31/2021 10:24:00,17061,United Kingdom,66,"382,70"
547829,3/25/2021 15:24:00,16081,United Kingdom,241,"410,53"
555162,6/1/2021 10:15:00,12473,Germany,557,"672,19"
576889,11/16/2021 17:24:00,12748,United Kingdom,149,"293,92"
544928,2/24/2021 18:07:00,,United Kingdom,332,"1336,10"
569225,10/2/2021 14:25:00,16930,United Kingdom,185,"195,31"
546092,3/9/2021 11:54:00,17138,United Kingdom,126,"380,50"
552710,5/11/2021 7:35:00,13098,United Kingdom,1015,"1974,06"
C569960,10/6/2021 18:40:00,18172,United Kingdom,-2,"-5,83"
580883,12/6/2021 12:21:00,16979,United Kingdom,58,"231,74"
547715,3/25/2021 8:50:00,12520,Germany,128,"246,54"
537455,12/7/2020 9:31:00,,United Kingdom,-70,"0,00"
576603,11/15/2021 15:22:00,14911,EIRE,195,"524,28"
581256,12/8/2021 11:21:00,,United Kingdom,1074,"4839,42"
578032,11/22/2021 13:41:00,16633,United Kingdom,261,"647,94"
539714,12/21/2020 12:44:00,,United Kingdom,3,"2,55"
560890,7/21/2021 16:43:00,,United Kingdom,1,"0,00"
566074,9/9/2021 8:48:00,12535,France,104,"344,90"
548016,3/29/2021 11:39:00,16871,United Kingdom,36,"35,04"
563616,8/18/2021 9:39:00,13027,United Kingdom,3840,"1536,00"
557611,6/21/2021 12:35:00,17695,United Kingdom,358,"353,60"
542124,1/25/2021 14:45:00,14248,United Kingdom,102,"302,58"
580631,12/5/2021 12:13:00,16682,United Kingdom,170,"110,86"
547020,3/18/2021 15:42:00,17017,United Kingdom,287,"368,36"
550160,4/14/2021 15:46:00,17930,United Kingdom,172,"390,60"
571475,10/17/2021 14:42:00,15033,United Kingdom,250,"344,38"
551874,5/5/2021 7:37:00,16422,United Kingdom,222,"385,14"
579555,11/30/2021 11:08:00,16241,United Kingdom,357,"609,40"
558477,6/29/2021 16:04:00,,United Kingdom,-1,"0,00"
556531,6/13/2021 11:49:00,15491,United Kingdom,321,"765,03"
543990,2/15/2021 9:59:00,15122,United Kingdom,236,"397,04"
554265,5/23/2021 12:38:00,,United Kingdom,15,"33,03"
541574,1/19/2021 12:52:00,12826,United Kingdom,266,"212,72"
C553150,5/13/2021 14:22:00,17841,United Kingdom,-4,"-5,88"
C557652,6/21/2021 17:21:00,16145,United Kingdom,-10,"-16,50"
560819,7/21/2021 10:53:00,,United Kingdom,2,"0,00"
568989,9/29/2021 16:41:00,14709,United Kingdom,160,"311,30"
579937,12/1/2021 10:10:00,13509,United Kingdom,135,"98,10"
572518,10/24/2021 14:49:00,16353,United Kingdom,48,"237,60"
563854,8/19/2021 15:24:00,12364,Belgium,555,"623,92"
543259,2/4/2021 16:07:00,,United Kingdom,-162,"0,00"
561199,7/25/2021 14:45:00,14970,United Kingdom,50,"337,50"
579184,11/28/2021 15:17:00,16746,United Kingdom,93,"301,20"
566874,9/15/2021 13:32:00,,United Kingdom,4,"5,90"
550756,4/20/2021 12:02:00,14148,United Kingdom,16,"157,20"
C553032,5/12/2021 19:44:00,13320,United Kingdom,-18,"-42,00"
546480,3/14/2021 11:38:00,13452,United Kingdom,1,"295,00"
553675,5/18/2021 12:52:00,13719,United Kingdom,108,"205,84"
562934,8/10/2021 16:56:00,,United Kingdom,355,"1763,75"
C542088,1/25/2021 12:36:00,12553,France,-12,"-19,80"
544059,2/15/2021 13:00:00,14534,United Kingdom,52,"120,16"
550513,4/18/2021 16:37:00,16928,United Kingdom,236,"379,56"
572723,10/25/2021 15:13:00,,United Kingdom,12,"0,00"
578719,11/25/2021 11:25:00,17348,United Kingdom,175,"177,61"
C580510,12/4/2021 13:48:00,14456,United Kingdom,-1,"-1,25"
551776,5/4/2021 11:23:00,13268,United Kingdom,226,"250,04"
574491,11/4/2021 13:05:00,16318,United Kingdom,199,"328,15"
566087,9/9/2021 10:24:00,13319,United Kingdom,224,"493,40"
C567520,9/20/2021 16:31:00,12989,United Kingdom,-1,"-2,10"
544644,2/22/2021 11:46:00,17002,United Kingdom,266,"513,06"
547877,3/27/2021 15:46:00,14573,United Kingdom,41,"165,83"
572318,10/23/2021 16:19:00,15436,United Kingdom,227,"370,27"
547971,3/28/2021 16:37:00,17917,United Kingdom,75,"119,55"
537179,12/5/2020 13:29:00,13767,United Kingdom,284,"806,28"
577531,11/20/2021 13:58:00,,United Kingdom,608,"4785,89"
564169,8/23/2021 13:55:00,14646,Netherlands,288,"424,80"
561195,7/25/2021 13:57:00,14796,United Kingdom,572,"564,03"
573875,11/1/2021 12:47:00,15018,United Kingdom,95,"204,87"
539840,12/22/2020 14:28:00,12383,Belgium,754,"600,72"
576637,11/16/2021 9:34:00,16079,United Kingdom,210,"313,62"
579262,11/29/2021 9:13:00,13599,United Kingdom,60,"93,84"
542151,1/26/2021 10:30:00,13491,United Kingdom,71,"187,85"
565783,9/6/2021 15:53:00,13122,United Kingdom,48,"18,72"
563534,8/17/2021 11:37:00,14323,United Kingdom,128,"305,24"
569537,10/4/2021 15:45:00,13269,United Kingdom,90,"97,70"
569741,10/6/2021 10:52:00,14626,United Kingdom,315,"610,91"
577138,11/18/2021 9:03:00,13079,United Kingdom,6,"17,70"
581324,12/8/2021 11:53:00,14217,United Kingdom,28,"94,48"
537674,12/8/2020 9:51:00,15628,United Kingdom,250,"319,18"
